title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
Rv3044|fecB:_1080_bp_-_PR,0.326,39.1592483521,0.794,0.271,0.2955492,-17.8570064487819,-0.0498799062815137,-522.39,1.07115e-12,-45.05,0.00512126,2,0.497571476323,0.382161,0.623416,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,338,0.941504178273,0.863231197772,-1.66842105263,-0.546341463415,2.70975609756,NA,NA,NA,NA,NA,NA,NA,NA,0.599970414201,23.0934444444,18.904,18.109,11.872,16.342,NA,NA,NA,NA,31,0.091716,34,0.100592,NA,NA,31,34,31,34,NA,0,0.0,338,1.0,1,359,36909.9828,5.20257568359,0.0445682451253,0.0,0.584750878807,0.724186479653,0.515392578629,0.610361981554,0.865149714542,0.8993580851,0.664558685066,0.106377825678,0.556313749512,0.791996249402,0.99756504766,91,0.0995369064852,1,0.0673378076063,1,0.180201342282,NA,NA,0.009080431,0.4910102,0.186685025,0.3087981,0.674074074074,0.326066112845,0.466666666667,0.633333333333,0.733333333333,0.9
Rv3419c|gcp:_1035_bp_-_PR,0.237,41.2396736145,0.813,0.267,0.2849919,-32.1134795502557,-0.0936253048112411,-541.11,1.0088e-11,-47.43,0.0986718,2,0.43726052907,0.3889175,0.47333925,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,344,1.0,0.763081395349,-1.86315789474,-1.0,2.36097560976,NA,NA,NA,NA,NA,NA,NA,NA,0.610319767442,22.074,20.1485,21.476,13.276,18.997,NA,NA,NA,NA,36,0.104651,37,0.107558,NA,NA,36,37,36,37,NA,0,0.0,344,1.0,1,344,35090.5915,5.35113525391,0.046511627907,0.0,0.550343181969,0.602756631799,0.187577046641,0.481576809324,0.727467718953,0.875459633097,0.693164403746,0.192460657747,0.607991453279,0.79796210673,0.99726653349,128,0.126332796944,1,0.106823266219,1,0.118680089485,NA,NA,0.009080431,0.4910102,0.1841943,0.3141604,0.688888888889,0.355210423017,0.5,0.633333333333,0.733333333333,0.9
Rv3782|glfT1:_915_bp_-_Ga,0.272,40.7153930664,0.760,0.233,0.314929,-40.2490843311514,-0.132835261818982,-421.83,2.19169e-11,-41.35,0.035878,2,0.372207569079,0.32051925,0.42365675,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,304,1.0,1.56414473684,-1.32631578947,-0.251219512195,2.96585365854,NA,NA,NA,NA,NA,NA,NA,NA,0.584440789474,21.9427213115,22.8865,19.972,19.248,19.757,NA,NA,NA,NA,48,0.157895,34,0.111842,NA,NA,48,34,48,34,NA,0,0.0,304,1.0,1,304,33863.5946,9.24957275391,0.0888157894737,0.0,0.598811286551,0.601016033432,0.410582507268,0.511414435702,0.65811183994,0.809745643678,0.665006979646,0.282237692986,0.561254792695,0.782341069333,0.953199146141,83,0.106456583256,1,0.0806487695749,1,0.0876957494407,NA,NA,0.009080431,0.4910102,0.1873284,0.3155566,0.648087431694,0.274944126149,0.466666666667,0.6,0.7,0.8
Rv1031|kdpC:_570_bp_-_Pro,0.135,56.3940391541,0.688,0.261,0.3293574,-3.38222897643004,-0.0179905796618619,-257.89,4.60706e-07,-42.33,0.019258,1,0.469200624339,0.402243,0.52382,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,169,0.89417989418,1.10740740741,-2.12631578947,-1.16341463415,2.63902439024,NA,NA,NA,NA,NA,NA,NA,NA,0.619349112426,22.5775789474,22.3105,22.6675,18.862,21.945,NA,NA,NA,NA,19,0.112426,17,0.100592,NA,NA,19,17,19,17,NA,0,0.0,169,1.0,1,189,20027.5979,8.09417724609,0.0529100529101,0.0,0.357093396579,0.56216835657,0.263809935192,0.482686622302,0.653387308423,0.755987151779,0.650501124653,0.235722228108,0.542021771877,0.770651034606,0.990570718253,44,0.0999413798466,1,0.0668903803132,1,0.103914988814,NA,NA,0.02813695,0.4845985,0.191902275,0.32175955,0.663157894737,0.304591357981,0.5,0.6,0.733333333333,0.833333333333
Rv2330c|lppP:_528_bp_-_PR,0.308,45.4113349915,0.735,0.196,0.2784365,-6.88988716203163,-0.0395970526553542,-206.94,8.12778e-07,-42.48,0.00302581,2,0.464204068571,0.312084,0.6021725,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,144,0.822857142857,0.836,-2.31578947368,-0.853658536585,1.79756097561,NA,NA,NA,NA,NA,NA,NA,NA,0.514236111111,19.9801136364,23.78175,25.969,23.158,23.294,NA,NA,NA,NA,17,0.118056,11,0.076389,NA,NA,17,11,17,11,NA,0,0.0,144,1.0,1,175,18859.5586,9.19317626953,0.0514285714286,0.0,0.543658817084,0.574577843292,0.384276275812,0.476684292575,0.668925870666,0.779399400488,0.637029037635,0.108671387767,0.524041659879,0.758421196232,0.96177812287,25,0.0775497536564,1,0.131319910515,1,0.0804250559284,NA,NA,0.02813695,0.4845985,0.191825225,0.3205723,0.621212121212,0.222073915184,0.433333333333,0.566666666667,0.666666666667,0.8
Rv3584|lpqE:_549_bp_-_POS,0.311,42.3865890503,0.814,0.217,0.3215674,-6.94947402197153,-0.0383948840992902,-233.92,2.96908e-05,-52.14,0.0695215,1,0.42653928022,0.34610925,0.50330575,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,150,0.824175824176,0.560989010989,-1.91578947368,-0.351219512195,1.83902439024,NA,NA,NA,NA,NA,NA,NA,NA,0.463933333333,21.7132240437,24.12225,22.629,21.514,23.156,NA,NA,NA,NA,12,0.080000,10,0.066667,NA,NA,12,10,12,10,NA,0,0.0,150,1.0,1,182,18818.453,9.44085693359,0.0384615384615,0.0,0.5576894266,0.522521088163,0.360088786008,0.471649739886,0.582697418678,0.706536095109,0.619881628624,0.127028467287,0.524454959807,0.717667174378,0.994212869166,47,0.0922694506587,1,0.11163310962,1,0.0609619686801,NA,NA,0.02813695,0.4845985,0.19198275,0.32123565,0.632058287796,0.243410938093,0.433333333333,0.6,0.683333333333,0.833333333333
Rv3763|lpqH:_480_bp_-_19_,0.280,42.3415222168,0.788,0.213,0.3197122,-12.0105491809465,-0.0760161340566233,-210.94,3.49649e-06,-42.39,0.0149857,2,0.547912125786,0.4246655,0.647277,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,138,0.867924528302,0.169182389937,-1.84736842105,-0.787804878049,1.11463414634,NA,NA,NA,NA,NA,NA,NA,NA,0.643695652174,19.8715,19.13875,22.0045,22.806,21.887,NA,NA,NA,NA,8,0.057971,9,0.065217,NA,NA,8,9,8,9,NA,0,0.0,138,1.0,1,159,15146.7111,6.53387451172,0.0188679245283,0.0,0.583519043861,0.542489495723,0.319496615255,0.491140926905,0.609429367596,0.673442792276,0.632547478581,0.20701021191,0.53123491675,0.741247689334,0.987193316273,37,0.106613089386,1,0.0956375838926,1,0.0967561521253,NA,NA,0.02813695,0.4845985,0.191825225,0.321423375,0.641666666667,0.262312934343,0.433333333333,0.6,0.7,0.866666666667
Rv1270c|lprA:_735_bp_-_PO,0.301,41.7969703674,0.797,0.207,0.3211025,-8.50535556433858,-0.0350014632277308,-297.61,3.43365e-09,-45.92,0.0845488,4,0.476201831967,0.39193075,0.547881,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,223,0.91393442623,0.724180327869,-1.97894736842,-0.375609756098,1.79024390244,NA,NA,NA,NA,NA,NA,NA,NA,0.668834080717,20.9371020408,22.00825,18.909,13.55,14.429,NA,NA,NA,NA,20,0.089686,23,0.103139,NA,NA,20,23,20,23,NA,0,0.0,223,1.0,1,244,24873.6924,5.26007080078,0.0327868852459,0.0,0.76639385285,0.648216368112,0.395655238163,0.588486649708,0.702311594054,0.832202578544,0.616100894257,0.00638805853589,0.500287164215,0.740737740905,0.993262090565,49,0.0808974430085,1,0.116890380313,1,0.0929530201342,NA,NA,0.009080431,0.4910102,0.1836009,0.3226897,0.624489795918,0.228521891043,0.466666666667,0.6,0.666666666667,0.8
Rv0403c|mmpS1:_429_bp_-_P,0.315,39.9644126892,0.761,0.208,0.2950124,1.24261208332331,0.00881285165477522,-186.44,0.000105819,-51.01,0.0381804,3,0.395413443662,0.338413,0.44681825,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,109,0.767605633803,0.333802816901,-2.25789473684,-0.439024390244,1.54146341463,NA,NA,NA,NA,NA,NA,NA,NA,0.523944954128,20.9751748252,19.9485,20.091,24.328,22.473,NA,NA,NA,NA,12,0.110092,10,0.091743,NA,NA,12,10,12,10,NA,0,0.0,109,1.0,1,142,15260.4466,6.63555908203,0.0845070422535,0.0,0.697916017317,0.699036048191,0.496452079202,0.65175928221,0.759386641169,0.884900197588,0.626175864652,0.174982017822,0.557175487163,0.737754372756,0.978009075958,30,0.0819910514541,1,0.102796420582,1,0.0464205816555,NA,NA,0.02813695,0.4845985,0.194795,0.31847815,0.606060606061,0.192267234326,0.466666666667,0.566666666667,0.666666666667,0.766666666667
Rv2198c|mmpS3:_900_bp_-_P,0.249,45.4772644043,0.762,0.233,0.2707657,1.30660067410612,0.00438456602049035,-397.43,4.04518e-10,-60.07,0.33499,5,0.637401986622,0.4736125,0.837293,0.655266418182,0.65512442268,0.655343797753,0.65512442268,0.655343797753,0.432705375,NA,NA,1,24.0,24,0.0802675585284,97,0.324414715719,0.965217391304,-2.13684210526,-0.743902439024,2.8512195122,178,0.497921348315,0.0263157894737,0.925263157895,-0.380833333333,-0.380833333333,-1.551,-1.551,1.18432989691,19.2243666667,20.0805,19.9045,19.722,18.881,12,0.067416,11,0.061798,8,0.082474,24,0.247423,12,11,8,24,8,24,NA,178,0.595317725753,97,0.324414715719,1,299,30954.594,4.35418701172,0.0434782608696,2.0,0.395896175879,0.595152904087,0.201868589761,0.395880602939,0.722932040673,0.994228973374,0.598365141983,0.049446672762,0.492878890616,0.720393811322,0.996225621071,65,0.0805143154136,1,0.117897091723,1,0.079418344519,NA,NA,0.009080431,0.4910102,0.18771275,0.31592325,0.665555555556,0.309308134496,0.466666666667,0.6,0.733333333333,0.9
Rv0451c|mmpS4:_423_bp_-_P,0.244,49.8652305603,0.719,0.161,0.2959807,1.53452469653148,0.0110397460182121,-139.59,1.70161e-06,-37.42,0.00636889,2,0.403701035714,0.3463385,0.435734,0.410824658333,0.4784676,0.40788366087,0.4784676,0.40788366087,0.3609593,NA,NA,1,20.0,20,0.142857142857,5,0.0357142857143,0.989285714286,-1.96315789474,0.358536585366,1.93414634146,115,0.636782608696,0.131578947368,1.09368421053,-0.3355,-0.3355,-0.409,-0.409,-0.106,18.8882269504,19.87075,19.4855,13.394,17.338,12,0.104348,13,0.113043,1,0.200000,0,0.000000,12,13,1,0,1,0,NA,115,0.821428571429,5,0.0357142857143,1,140,15403.3489,6.26446533203,0.0928571428571,3.0,0.438288610568,0.587272420052,0.380739877354,0.525600722368,0.656180052916,0.740148136629,0.579126904929,0.150936787893,0.492260484095,0.674926206826,0.908194389392,32,0.0845248516681,1,0.0639821029083,0,0.0284116331096,NA,NA,0.02813695,0.4845985,0.1967529,0.3181281,0.557919621749,0.0975623192589,0.4,0.5,0.633333333333,0.766666666667
Rv0677c|mmpS5:_429_bp_-_P,0.336,37.3260383606,0.806,0.201,0.3098563,0.63565113859839,0.00450816410353468,-170.93,1.30099e-05,-45.21,0.0234216,2,0.421850788732,0.38984625,0.46603725,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,115,0.80985915493,0.821126760563,-1.91578947368,-0.434146341463,2.33902439024,NA,NA,NA,NA,NA,NA,NA,NA,0.641304347826,20.7813286713,20.613,20.8035,16.596,16.225,NA,NA,NA,NA,10,0.086957,16,0.139130,NA,NA,10,16,10,16,NA,0,0.0,115,1.0,1,142,15248.3458,4.87103271484,0.0845070422535,0.0,0.688139504884,0.673447763349,0.525945128397,0.584787086447,0.763624459569,0.89769062877,0.624994586301,0.06506004626,0.523972102687,0.74638876965,0.997387487412,34,0.0842281879195,1,0.0731543624161,1,0.116890380313,NA,NA,0.02813695,0.4845985,0.194795,0.31847815,0.615384615385,0.210609807162,0.433333333333,0.566666666667,0.7,0.8
Rv1857|modA:_786_bp_-_PRO,0.238,44.1596298218,0.725,0.206,0.2855525,-9.30234837729062,-0.0357782629895793,-356.00,5.65474e-09,-54.00,0.05427,0,0.460639800766,0.385162,0.504784,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,239,0.915708812261,0.350574712644,-1.98421052632,-0.973170731707,1.57804878049,NA,NA,NA,NA,NA,NA,NA,NA,0.471171548117,20.4579007634,19.53925,24.3185,16.794,18.53,NA,NA,NA,NA,20,0.083682,15,0.062762,NA,NA,20,15,20,15,NA,0,0.0,239,1.0,1,261,26576.1132,9.02142333984,0.0536398467433,0.0,0.508194665105,0.618576558553,0.321208143058,0.514840595005,0.744409643935,0.825722163223,0.658446836416,0.0973911276222,0.570141579669,0.761118197465,0.967926105158,66,0.0996173546509,1,0.122371364653,1,0.0942953020134,NA,NA,0.009080431,0.4910102,0.1877255,0.3192456,0.627226463104,0.233905574761,0.433333333333,0.566666666667,0.7,0.833333333333
