title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
15606533|ref|NP_213913,0.179,46.1897659302,0.479,0.086,0.2437294,-33.0145033490374,-0.0831599580580288,-360.86,6.81555e-18,-21.99,0.123135,0,0.343344095477,0.25731275,0.4029205,0.334249853933,0.391921211111,0.275267784091,0.501436833333,0.266237965517,0.350702163636,0.278187052632,0.463848045455,10,22.0,220,0.552763819095,6,0.0150753768844,-0.0663316582915,-2.01578947368,-1.76341463415,1.34146341463,19,0.329473684211,0.329473684211,0.329473684211,-0.484210526316,-0.265651329609,-0.614,0.7491,0.481666666667,18.2143358396,19.08925,16.185,23.038,18.586,15,0.170455,9,0.102273,12,0.133333,10,0.111111,4,3,4,6,2,0,19,29,0.072864321608,44,0.110552763819,-1,398,43389.3035,8.48370361328,0.113065326633,1.9,0.234166446029,0.290974684532,0.0466687787777,0.231118910928,0.38291516957,0.56155320918,0.607226089163,0.083806735118,0.516066656241,0.721875451292,0.97504767014,77,0.0686450636115,1,0.0552572706935,0,0.00838926174497,0,0.0226909555769,0.04684285,0.5234726,0.19569555,0.267081,0.451127819549,-0.112522885727,0.2,0.4,0.5,0.7
15605634|ref|NP_213009,0.169,46.3113708496,0.453,0.097,0.2397395,-30.6063681002128,-0.068778355281377,-390.19,1.51275e-18,-23.07,0.0411775,0,0.381783221973,0.3346505,0.41909875,0.370207690058,0.386989423529,0.353621093023,0.556476,0.367982,0.388981098182,0.3643535,0.3113321,14,19.6428571429,275,0.616591928251,5,0.0112107623318,-0.538565022422,-2.68421052632,-1.7,1.20975609756,6,1.47,NA,NA,-0.72,-0.469869387496,-1.363,-0.269,0.674,17.1101342282,20.09,18.85,23.156,20.969,15,0.174419,14,0.162791,12,0.141176,6,0.070588,4,2,1,1,1,0,6,20,0.0448430493274,19,0.042600896861,1,446,48408.9499,9.26409912109,0.12331838565,2.28571428571,0.566900138951,0.512469590618,0.187283053994,0.379335859671,0.578691664736,0.96672531674,0.602621629502,0.0433998097505,0.518506171513,0.704033447851,0.982311262234,70,0.062796017494,1,0.0469798657718,1,0.0601789709172,0,0.0300415468201,0.04684285,0.5234726,0.19548605,0.269047,0.460850111857,-0.0933967943012,0.2,0.4,0.533333333333,0.733333333333
16421721|ref|AAL22040.,0.285,43.2349166870,0.631,0.207,0.2947754,24.0617269946297,0.0488067484678088,-591.28,3.46401e-18,-31.11,0.0869825,1,0.349292277328,0.303517,0.39025475,0.367209306122,0.387378,0.330581103448,0.3190671,0.395750166667,0.331663072289,0.4875928,0.401302378049,12,20.75,249,0.504048582996,20,0.0404858299595,-0.363967611336,-2.29473684211,-1.81463414634,1.58536585366,5,0.428,NA,NA,-0.758823529412,-0.359666066499,-1.424,-0.09075,0.742,22.9268080808,20.05675,20.7645,18.86,18.881,19,0.218391,8,0.091954,11,0.069620,10,0.063291,6,5,6,6,5,1,5,29,0.0587044534413,82,0.165991902834,1,494,53185.3876,9.20599365234,0.117408906883,2.08333333333,0.506153333704,0.465571263668,0.146658040939,0.319924683608,0.636133501212,0.724592498489,0.651243456083,0.0637438088219,0.560308679115,0.767167066968,0.998654155716,103,0.0836607191575,1,0.0631991051454,0,0.0611856823266,0,0.107062959412,0.04684285,0.5234726,0.19548605,0.26721215,0.550841750842,0.0836384418651,0.233333333333,0.5,0.633333333333,0.8
16421915|ref|AAL22225.,0.337,47.1133117676,0.627,0.168,0.3261044,9.97234029320547,0.0236872691050011,-470.94,1.54185e-16,-30.29,0.0644851,0,0.372411843602,0.302985,0.41758125,0.361957823899,0.327761755556,0.406561391304,0.5531245,0.6900245,0.376363269076,0.276232,0.470779130435,11,22.6363636364,249,0.610294117647,9,0.021327014218,-0.606161137441,-2.32105263158,-1.73414634146,1.0512195122,11,0.538181818182,NA,NA,-0.285714285714,-0.24360080042,0.011,0.858,-0.06,22.1728605201,20.32475,18.0015,25.654,19.934,10,0.144928,6,0.086957,11,0.122222,6,0.066667,2,2,4,1,1,1,11,23,0.0563725490196,19,0.046568627451,1,422,44032.5727,9.25189208984,0.085308056872,3.27272727273,0.457577680619,0.476662763609,0.315871728052,0.428539197515,0.51806392266,0.648691490249,0.638146339172,0.051920951344,0.527090803125,0.764161619696,0.998544417164,97,0.0841376371578,1,0.0702460850112,1,0.0383668903803,0,0.0102269095558,0.04684285,0.5234726,0.19457785,0.26693195,0.531126871552,0.0448545242662,0.233333333333,0.466666666667,0.6,0.833333333333
16419338|ref|AAL19768.,0.222,49.0558738708,0.573,0.204,0.2767667,9.77271776145812,0.0332405366035991,-347.54,5.29891e-14,-33.11,0.0527949,1,0.39618779661,0.32199,0.475609,0.4097503375,0.390530896552,0.420679039216,0.422595714286,0.607027583333,0.373495288043,0.278612272727,0.495926166667,9,20.4444444444,184,0.69696969697,9,0.0305084745763,-0.429152542373,-2.06842105263,-1.4512195122,0.546341463415,11,0.837272727273,NA,NA,-0.322105263158,-0.264329040193,0.339,0.741222222222,0.0422222222222,21.9880067568,18.592,16.254,14.878,15.229,14,0.274510,6,0.117647,2,0.068966,3,0.103448,4,2,1,0,1,0,11,12,0.0454545454545,9,0.0340909090909,1,295,31227.1165,9.63690185547,0.0847457627119,3.11111111111,0.645393258954,0.561718334582,0.372195764341,0.468290227646,0.646469696406,0.758443523109,0.633063820685,0.0856910182471,0.497076138469,0.771661290429,0.997159347329,71,0.0874697452108,1,0.0492170022371,1,0.074384787472,1,0.102269095558,0.04684285,0.4709613,0.1999469,0.2672217,0.561936936937,0.105465346151,0.3,0.5,0.633333333333,0.866666666667
16422334|ref|AAL22623.,0.229,48.6701393127,0.627,0.178,0.2756561,26.1986177374554,0.0876207951085464,-328.07,4.74163e-12,-38.45,0.0135727,0,0.3633676,0.30781275,0.41155725,0.368159395062,0.377797628571,0.360825956522,0.3441825,0.536988428571,0.363954010309,0.364077454545,0.418065666667,9,21.5555555556,194,0.705454545455,15,0.05,-0.522666666667,-2.26315789474,-1.6756097561,0.687804878049,11,0.905454545455,NA,NA,-0.144,-0.337629127716,0.074,0.376222222222,0.216666666667,21.9017607973,19.34825,18.714,15.152,17.201,14,0.304348,1,0.021739,4,0.114286,4,0.114286,4,1,1,1,1,1,11,11,0.04,15,0.0545454545455,1,300,32210.997,10.2422485352,0.106666666667,2.0,0.36446369812,0.545035788432,0.170567895637,0.359902838797,0.733726207806,0.892883309624,0.631888567036,0.157233087878,0.527117956297,0.752426609222,0.988578635476,49,0.070822635617,1,0.115771812081,1,0.0701342281879,0,0.0648769574944,0.04684285,0.4709613,0.1984039,0.2672026,0.53488372093,0.0522451521551,0.233333333333,0.5,0.6,0.8
16767031|ref|NP_462646,0.323,40.4010162354,0.666,0.185,0.3249821,35.5685079373048,0.0889212698432619,-504.22,4.20999e-16,-32.91,0.00284694,1,0.380519139651,0.337637,0.413682,0.387087633987,0.38044356,0.393476166667,0.5309146,0.361565571429,0.376466802419,0.4354655,0.365422736842,11,22.5454545455,248,0.618453865337,5,0.0124688279302,-0.444389027431,-2.15263157895,-1.64146341463,1.32926829268,8,0.54125,NA,NA,-0.113684210526,-0.203365885678,-0.317,0.361636363636,0.728,24.5221144279,23.448,24.8735,27.334,21.749,13,0.166667,7,0.089744,7,0.093333,10,0.133333,4,5,3,3,0,2,8,30,0.074812967581,38,0.0947630922693,1,401,42266.5591,8.63360595703,0.0822942643392,2.72727272727,0.421949511277,0.566376122922,0.0619831896916,0.502310581628,0.669249951773,0.807774677155,0.668594072242,0.104556590412,0.574431551421,0.769274128931,0.995645140374,128,0.106053724916,1,0.0612975391499,1,0.124720357942,0,0.0377117289869,0.04684285,0.5234726,0.195292,0.2668109,0.567164179104,0.115748590929,0.3,0.5,0.633333333333,0.8
16421462|ref|AAL21793.,0.346,39.9691848755,0.701,0.204,0.3311405,48.7452179093681,0.0980789092743825,-655.58,9.08205e-18,-36.93,0.0101179,0,0.384870232932,0.29855975,0.44306875,0.407977897849,0.399928013514,0.413296571429,0.5596254,0.243405133333,0.371094509615,0.346936166667,0.501261368421,15,20.8,312,0.626506024096,5,0.0100401606426,-0.228714859438,-2.24736842105,-1.59268292683,3.04390243902,6,1.04,NA,NA,-0.69,-0.242092601589,-1.675,1.32793333333,-0.214,23.98498998,25.04025,21.028,16.088,17.982,25,0.223214,15,0.133929,5,0.067568,7,0.094595,6,8,0,1,0,0,6,38,0.0763052208835,19,0.0381526104418,1,498,52512.0936,8.89752197266,0.070281124498,2.93333333333,0.501980945638,0.485681548376,0.117406357841,0.382957821522,0.598449664129,0.719500352561,0.68514649625,0.0352731066869,0.581088292266,0.807462296691,0.992802579671,173,0.111455401602,1,0.123713646532,1,0.129642058166,1,0.089485458613,0.04684285,0.5234726,0.1958784,0.2672217,0.585838343353,0.152485171297,0.333333333333,0.533333333333,0.633333333333,0.866666666667
16422071|ref|AAL22374.,0.413,43.0539665222,0.668,0.199,0.3443047,18.7024628114137,0.0427973977377888,-523.78,3.81305e-16,-35.78,0.0248139,0,0.361387399543,0.3082615,0.420701,0.376853658824,0.415048431818,0.335864146341,0.398043,0.270592,0.348709269231,0.26775145,0.403405034483,10,23.4,234,0.579207920792,23,0.0525114155251,-0.587442922374,-2.02105263158,-1.69024390244,0.773170731707,20,0.859,0.712631578947,0.781578947368,-0.0910526315789,-0.182754110404,1.161,0.9072,0.469565217391,23.9835763098,18.92425,18.012,15.308,16.03,13,0.158537,8,0.097561,9,0.102273,9,0.102273,5,1,4,5,2,1,20,20,0.049504950495,29,0.0717821782178,1,438,45932.1153,8.35870361328,0.0799086757991,3.3,0.438193309358,0.389053937481,0.024743328438,0.12502306649,0.560309111889,0.769733155155,0.643755236969,0.0462908763758,0.540232412602,0.764412227332,0.968624331468,77,0.0832153192537,1,0.07774049217,1,0.0873601789709,1,0.108021732183,0.04684285,0.5234726,0.195183,0.2672217,0.558086560364,0.0978907277363,0.3,0.5,0.633333333333,0.8
16422100|ref|AAL22401.,0.384,42.6099510193,0.671,0.213,0.3235344,38.7207517791136,0.0870129253463227,-573.36,4.61546e-16,-41.70,0.0124514,0,0.369026827354,0.31810675,0.418649,0.3689901,0.358433214286,0.379301476744,0.37340675,0.323938,0.369049449275,0.3849808,0.356789964286,12,23.0,276,0.618834080717,4,0.00896860986547,-0.634080717489,-2.39473684211,-1.5512195122,0.534146341463,5,1.354,NA,NA,-0.575555555556,-0.210922585628,-1.251,0.360583333333,-0.3025,24.9920581655,21.6715,21.6325,12.338,19.504,12,0.139535,10,0.116279,9,0.107143,10,0.119048,4,5,3,2,0,0,5,28,0.0627802690583,19,0.042600896861,-1,446,46449.5177,6.82257080078,0.0784753363229,3.58333333333,0.277131496512,0.503343846693,0.194867088504,0.43075225655,0.619782916117,0.735354802805,0.674983859352,0.141327075966,0.585219281824,0.774314431509,0.993987765804,121,0.102469919584,1,0.105369127517,1,0.130872483221,0,0.0444231383829,0.04684285,0.5234726,0.19548605,0.269047,0.577926920209,0.13692149582,0.366666666667,0.533333333333,0.633333333333,0.833333333333
16422374|ref|AAL22661.,0.341,42.6378555298,0.686,0.203,0.3245095,22.0308229871308,0.049618970691736,-525.22,5.2914e-18,-30.44,0.0311442,0,0.371454907865,0.298516,0.433292,0.400016076023,0.448324565217,0.343758088608,0.4947918,0.310656,0.353630237226,0.289003666667,0.505850769231,12,22.8333333333,274,0.615730337079,5,0.0112359550562,-0.696853932584,-2.37894736842,-1.73658536585,0.712195121951,6,0.775,NA,NA,-0.691666666667,-0.300163596984,-1.302,-0.0249166666667,0.362,23.7225336323,20.26625,19.272,15.776,15.562,14,0.177215,7,0.088608,12,0.130435,9,0.097826,4,2,4,4,1,0,6,20,0.0449438202247,26,0.0584269662921,1,445,46876.2152,7.13458251953,0.0808988764045,3.16666666667,0.541363284737,0.63795394265,0.410117472104,0.523621509416,0.760341106083,0.846136342761,0.642770023271,0.109535629044,0.537617324412,0.768879785524,0.966947890331,97,0.087839168573,1,0.0370246085011,1,0.174384787472,1,0.0421860019175,0.04684285,0.5234726,0.195540625,0.26902915,0.562032884903,0.105654098917,0.3,0.5,0.633333333333,0.766666666667
16423047|ref|AAL23301.,0.250,49.3537216187,0.567,0.194,0.2894539,15.1304744850533,0.0345444622946421,-511.49,1.96222e-16,-35.90,0.00899092,0,0.345585810934,0.28278,0.402106,0.352864068966,0.376710776596,0.3248441875,0.264168454545,0.489268,0.340806879245,0.395228578947,0.455189740741,12,22.0833333333,265,0.603644646925,11,0.0250569476082,-0.64555808656,-2.38421052632,-1.92195121951,0.70243902439,19,0.754210526316,0.754210526316,0.754210526316,-0.340740740741,-0.252939632497,-1.629,0.499916666667,-0.268181818182,22.6293409091,25.09925,25.2755,16.168,22.103,10,0.125000,5,0.062500,10,0.106383,12,0.127660,4,1,4,5,0,0,19,20,0.0455580865604,27,0.0615034168565,1,439,45885.4919,6.37554931641,0.0820045558087,2.91666666667,0.652559942064,0.665768921581,0.441405229981,0.591955558961,0.746182445518,0.869103138796,0.654898913447,0.0658189191187,0.567598130685,0.755047459236,0.964033997681,92,0.0864138753654,1,0.0888143176734,1,0.0987695749441,1,0.148609779482,0.04684285,0.5234726,0.195292,0.2673993,0.526515151515,0.0357821598206,0.266666666667,0.466666666667,0.6,0.8
