title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
HP0189,0.176,47.2274208069,0.476,0.109,0.2611323,-7.5459938887,-0.0428749653,-146.7,4.11374E-009,-22.84,0.00611801,0,0.4089759774,0.356693,0.460802,0.3980382955,0.4465572105,0.36116392,0.2498386364,0.4480210833,0.419790764,0.3953148421,0.3679154815,4,22.25,89,0.5028248588,11,0.0621468927,0.0497175141,-2.1631578947,-0.956097561,1.1975609756,19,0.5831578947,0.5831578947,0.5831578947,-0.43125,-0.3344625,-2.724,-1.1255,0.3781818182,19.5242696629,21.08175,20.1495,25.108,23.937,9,0.18,7,0.14,5,0.131579,6,0.157895,5,5,3,3,2,2,19,27,0.1525423729,19,0.1073446328,1,177,19827.5594,6.5763549805,0.0903954802,1,0.3542709337,0.4744749575,0.3006932787,0.3972070957,0.5394716841,0.7162648458,0.6187344748,0.201207952,0.5351453363,0.7015419275,0.9711671372,28,0.0610418664,1,0.0780760626,1,0.0473154362,1,0.0520933205,0.07292714,0.4817836,0.2031859,0.268243,0.4101123596,-0.1932101777,0.2333333333,0.4,0.4666666667,0.5666666667
HP0214,0.201,45.0821723938,0.45,0.121,0.2622173,-53.2126580797,-0.0965746971,-541.76,2.76116E-020,-34.45,0.0259658,1,0.3815487917,0.307477,0.415694,0.4014183136,0.3712800789,0.415733975,0.7233565714,0.364103,0.3667095285,0.4029047895,0.4756972917,15,21.0666666667,316,0.5724637681,21,0.0380434783,-0.2519927536,-2.4684210526,-1.8170731707,2.3487804878,19,0.5231578947,0.5231578947,0.5231578947,-0.36,-0.3309174155,-2.289,0.2158666667,1.5547619048,19.5225497288,20.144,23.2725,22.842,21.085,31,0.19375,20,0.125,9,0.118421,7,0.092105,10,6,2,2,6,4,19,48,0.0869565217,19,0.0344202899,1,552,59919.9457,9.0628051758,0.0942028986,2.8666666667,0.3111105493,0.5506472504,0.2816823912,0.3630435471,0.7832015314,0.8958065197,0.6480890198,0.0434487837,0.554677957,0.7689006656,0.9949446291,126,0.0794346146,1,0.1313199105,0,0.0238255034,1,0.0824544583,0.05972376,0.4817836,0.2043392,0.2758042,0.4352019289,-0.1438529498,0.2,0.3666666667,0.5,0.6666666667
HP0215,0.187,46.4637413025,0.455,0.126,0.2561781,-26.1182710381,-0.0985595134,-247.74,2.00617E-014,-18.18,0.00418357,0,0.3449019173,0.24911725,0.427844,0.3623455364,0.4125303194,0.2672585789,0.3256013636,0.1385137778,0.3326019295,0.2465251053,0.4250562759,8,19.5,156,0.5864661654,11,0.0413533835,-0.1804511278,-2.6157894737,-2.0170731707,1.4902439024,19,0.2105263158,0.2105263158,0.2105263158,-0.3561538462,-0.3490399075,-0.288,0.6,1.63,20.431835206,20.77375,22.6965,27.372,27.235,8,0.210526,7,0.184211,14,0.194444,7,0.097222,4,3,7,4,4,3,19,11,0.0413533835,29,0.1090225564,-1,266,28899.0263,7.7787475586,0.1503759399,1.875,0.3244403655,0.5302030318,0.3244403655,0.4109990398,0.6559560046,0.7691160641,0.6444746072,0.24839503,0.54276411,0.7705206665,0.9713299275,89,0.1082723205,1,0.0935123043,1,0.0870246085,0,0.0642377756,0.06013149,0.4817836,0.20595365,0.2720857,0.4382022472,-0.1379506008,0.2,0.3666666667,0.5,0.6666666667
HP0226,0.201,46.7210235596,0.474,0.117,0.264657,-18.8325347037,-0.0682338214,-268.42,6.05863E-012,-38.96,0.0681745,0,0.3568849061,0.286122,0.407104,0.3790155876,0.4104070441,0.3054080345,0.3937766,0.4184065,0.3449589278,0.316328,0.4875750769,8,22.5,180,0.6498194946,5,0.0180505415,-0.2155234657,-2.352631579,-1.5170731707,2.8,11,-0.0363636364,NA,NA,-0.1025925926,-0.2747131122,0.269,0.3375,1.46,20.0777697842,20.9345,22.306,25.302,23.78,9,0.310345,4,0.137931,16,0.235294,10,0.147059,1,0,12,5,0,2,11,11,0.0397111913,39,0.1407942238,1,277,29731.3181,9.4060668945,0.1119133574,4,0.3327840148,0.4926828196,0.2626817368,0.3266802137,0.6529020906,0.728318561,0.6167152574,0.0109752875,0.5189258025,0.7222273845,0.9671172393,68,0.0899166158,1,0.153803132,1,0.0836689038,1,0.1425375519,0.06013149,0.4817836,0.206178475,0.276452475,0.4304556355,-0.1531900525,0.1666666667,0.3666666667,0.5,0.7
HP0228,0.177,43.7919006348,0.472,0.1,0.2595564,-21.3621862156,-0.0549156458,-348.27,2.3029E-018,-27.89,0.0048311,1,0.358351941,0.307509,0.424084,0.3561255664,0.375187,0.3455589022,0.4319219,0.3038651667,0.3596408947,0.2573838182,0.3069527576,11,22.4545454545,247,0.6333333333,20,0.0512820513,-0.2261538462,-2.3684210526,-1.656097561,1.1878048781,11,0.2136363636,NA,NA,0.0482608696,-0.2770273023,2.937,0.9877272727,0.922,19.5013554987,21.0665,22.5595,20.97,20.891,17,0.184783,9,0.097826,11,0.215686,6,0.117647,4,4,5,4,6,2,11,33,0.0846153846,19,0.0487179487,1,390,42123.5041,9.5348510742,0.0948717949,2.7272727273,0.5083802961,0.5500966616,0.1427009138,0.4811481441,0.6459983201,0.817612243,0.6264944569,0.0213790022,0.5387579529,0.745911301,0.9892017872,109,0.0934408081,1,0.1252796421,1,0.1208053691,0,0.024928092,0.06013149,0.4817836,0.2072892,0.2801658,0.4160272805,-0.1815741031,0.1666666667,0.3333333333,0.5,0.7
HP0251,0.164,49.3096504211,0.471,0.113,0.2474449,-14.8729956223,-0.0441335182,-299.07,1.17641E-014,-22.33,0.00729156,0,0.3874706243,0.32944475,0.432544,0.3723584503,0.3561165194,0.422244381,0.4275698235,0.3214468462,0.3947725263,0.3693518182,0.362849566,6,22.1666666667,133,0.4375,106,0.3136094675,0.1695266272,-2.4789473684,-1.8609756098,2.0365853659,11,0.6172727273,NA,NA,-0.332962963,-0.3919543747,-0.896,0.6158333333,0.4763207547,19.0866666667,17.5965,20.149,16.362,20.814,8,0.190476,5,0.119048,13,0.100775,16,0.124031,5,2,11,14,11,14,11,20,0.0657894737,106,0.3486842105,-1,338,37728.0415,7.8236694336,0.1390532544,2.6666666667,0.5297598395,0.5143299119,0.276902861,0.4903395602,0.580072514,0.7028897809,0.6255086424,0.0983966287,0.5346040046,0.7362956408,0.967044223,60,0.0734925961,1,0.0395973154,1,0.0270693512,1,0.1425375519,0.06013149,0.4817836,0.20606865,0.27385485,0.4257620452,-0.1624234754,0.1666666667,0.3666666667,0.5,0.7333333333
HP0258,0.167,47.4281921387,0.418,0.098,0.2474316,-33.088617116,-0.0953562453,-306.91,8.41021E-017,-29.7,0.0046994,1,0.3588776638,0.30645475,0.38691525,0.372445459,0.3449474656,0.4669385636,0.3068383333,0.3980117143,0.3485194625,0.6304581538,0.3590272138,4,20,80,0.2469135802,23,0.066091954,0.4586206897,-2.5578947368,-1.4243902439,3.0243902439,26,1.4173076923,1.0457894737,1.6615789474,-0.13,-0.5764903737,2.631,-0.87125,0.3282608696,19.4447277937,20.22175,22.14,24.054,25.909,6,0.109091,7,0.127273,33,0.174603,20,0.10582,2,1,27,18,5,1,26,29,0.0895061728,159,0.4907407407,1,348,38463.4453,9.376159668,0.1063218391,2.75,0.321223022,0.6433063879,0.0620565283,0.5222090942,0.8053882508,0.9622568934,0.6346234604,0.180669514,0.5059863463,0.7573630798,0.9843797772,100,0.0934812688,1,0.1318791946,1,0.0612975391,0,0.0380313199,0.06013149,0.4817836,0.2060812,0.272162,0.4068767908,-0.1995753209,0.1333333333,0.3666666667,0.4666666667,0.6666666667
HP0265,0.182,52.3983726501,0.415,0.105,0.2455953,-13.3564021551,-0.0558845278,-203.62,3.71109E-012,-29.54,0.036798,0,0.3607703333,0.308633,0.40862675,0.3800166442,0.3890403636,0.37339925,0.3995350526,0.5342162222,0.3460525662,0.3583968,0.3583968,6,22.6666666667,136,0.5666666667,19,0.0791666667,-0.515,-2.5842105263,-1.712195122,0.5219512195,20,0.98,1.0073684211,1.0073684211,-0.4776190476,-0.4548998621,1.316,-0.4048333333,0.0321052632,18.5045643154,17.66975,17.64,26.32,20.423,12,0.2,5,0.083333,4,0.090909,4,0.090909,4,3,0,2,0,2,20,20,0.0833333333,19,0.0791666667,1,240,26521.9163,9.5973510742,0.1291666667,3.5,0.4673080394,0.5921439537,0.3722639641,0.469575531,0.6825983567,0.9502117415,0.6101928103,0.1094622084,0.5213387816,0.7068204459,0.9953281567,36,0.0706671931,1,0.0502237136,1,0.0832214765,0,0.0620006392,0.06013149,0.4817836,0.2060812,0.2717606,0.3928077455,-0.2272525228,0.1666666667,0.3333333333,0.4666666667,0.6
HP0284,0.213,40.9565849304,0.433,0.095,0.2884962,-29.0199851629,-0.0555938413,-426.82,3.42735E-020,-33.5,0.00657767,5,0.3975668126,0.3197005,0.458844,0.4015823356,0.468380347,0.335687,0.37876625,0.3361651478,0.3647786515,0.3305783684,0.4717008221,3,22,66,0.1301775148,208,0.3977055449,1.4112810708,-2.0842105263,-1.456097561,4.3073170732,19,0.8152631579,0.8152631579,0.8152631579,-0.649047619,-0.5157419189,-2.082,-0.3963333333,0.85,20.7511068702,19.03125,18.656,14.84,14.195,35,0.157658,25,0.112613,40,0.182648,30,0.136986,31,23,40,29,40,29,19,203,0.4003944773,208,0.4102564103,1,523,60226.4581,9.2401733398,0.1070745698,1,0.550055025,0.6993954801,0.5231354647,0.5524745878,0.8899365389,0.978299504,0.6213918997,0.0988948977,0.5175774122,0.7406535731,0.9902840166,86,0.0700683164,1,0.0488814318,1,0.0451901566,0,0.0220517737,0.05972376,0.4817836,0.203965625,0.2756699,0.3734096692,-0.2654132126,0.1666666667,0.3,0.4333333333,0.7
HP0286,0.2,44.1555900574,0.404,0.115,0.2599198,-73.9175712512,-0.1346403848,-504.28,2.54371E-024,-22.74,0.0508873,5,0.4145154745,0.35824025,0.466235,0.4150585167,0.4045957206,0.4166718277,0.4799768,0.4136644656,0.4077738049,0.4045957206,0.4136644656,2,20.5,41,0.0745454545,20,0.0363636364,1.5894545455,-2.6789473684,-0.7756097561,3.2731707317,68,0.7691176471,0.3284210526,1.1994736842,-0.8566666667,-0.8418333333,-4.342,-3.349,0.599,20.6382577132,19.06025,22.648,22.024,22.473,69,0.156463,65,0.147392,13,0.191176,9,0.132353,64,64,13,9,5,1,68,421,0.7654545455,68,0.1236363636,1,550,62925.4661,6.8344116211,0.1,1,0.7886702065,0.4516877353,0.0606845481,0.1923350503,0.6622368466,0.7888615627,0.6325604886,0.143097786,0.5129358701,0.7577535174,0.994502126,97,0.0737234442,1,0.0409395973,1,0.0620805369,1,0.037711729,0.05972376,0.4817836,0.20469775,0.2761175,0.3932244404,-0.2264327835,0.1333333333,0.3333333333,0.4666666667,0.6333333333
HP0288,0.181,49.1787414551,0.438,0.139,0.2567496,-3.4227389807,-0.0219406345,-150.54,0.000003493,-30.17,0.0155087,0,0.3229772484,0.272522,0.383698,0.3447246232,0.3810594894,0.2671001364,0.339556,0.2748098,0.3059253295,0.3750625789,0.3851288214,4,22,88,0.5605095541,6,0.0382165605,-0.3248407643,-2.352631579,-1.3853658537,0.8097560976,19,0.5852631579,0.5852631579,0.5852631579,-0.3636,-0.4953791326,-2.157,-1.62625,0.52,19.6316455696,19.28525,19.7395,26.436,20.774,5,0.227273,1,0.045455,6,0.12766,5,0.106383,2,1,3,3,2,0,19,11,0.0700636943,28,0.178343949,1,157,17506.9378,9.274597168,0.1592356688,2.5,0.2561092633,0.5119125532,0.2348699625,0.3625728253,0.62502568,0.806755989,0.6184744857,0.2300245707,0.5255105623,0.7197305065,0.9696577228,32,0.0761925381,1,0.0483221477,1,0.0732662192,1,0.1124960051,0.07292714,0.4817836,0.205016175,0.267718825,0.4156118143,-0.1823914251,0.1666666667,0.3666666667,0.5,0.6333333333
HP0299,0.192,46.7345161438,0.463,0.117,0.254639,-19.2752554183,-0.0578836499,-330.21,7.94462E-015,-33.49,0.0066161,0,0.3389801916,0.29328125,0.3712135,0.3279036513,0.3063676269,0.3752122951,0.269963,0.2958444286,0.354519223,0.3143959429,0.3143959429,6,23.1666666667,139,0.4161676647,8,0.0239520958,-0.0793413174,-2.4263157895,-1.5926829268,1.6780487805,70,0.4432857143,-0.2121052632,1.0194736842,-0.5495454545,-0.3789475161,-1.164,-0.5396666667,-0.1,19.3209552239,21.39,20.872,23.352,22.278,14,0.229508,5,0.081967,12,0.089552,14,0.104478,8,3,6,8,2,0,70,35,0.1047904192,70,0.2095808383,1,334,37004.7594,8.5917358398,0.1167664671,2.3333333333,0.2491264083,0.4813401409,0.2491264083,0.4604564424,0.5336519002,0.6636444907,0.6502461847,0.1779847964,0.5433749352,0.7598908362,0.9889420691,58,0.0795126816,1,0.096196868,0,0.0514541387,1,0.0894854586,0.06013149,0.4817836,0.2055612,0.27405565,0.439800995,-0.1348054786,0.2,0.4,0.5,0.6333333333
HP0300,0.177,46.7909469604,0.451,0.116,0.2561325,-21.4574342881,-0.0755543461,-284.78,1.5511E-013,-31.42,0.0444173,0,0.3734993754,0.301537,0.42193,0.3657514965,0.3964375571,0.3363265068,0.2578178667,0.4327643077,0.3813018169,0.3573528261,0.3573528261,6,23.6666666667,142,0.498245614,15,0.0526315789,0.0084210526,-2.4052631579,-1.7707317073,2.3512195122,46,0.7426086957,0.4626315789,1.1636842105,-0.4773913043,-0.3404577057,-3.094,-0.3526666667,0.8933333333,18.7606643357,19.11375,18.1175,13.98,15.033,15,0.205479,10,0.136986,9,0.128571,7,0.1,7,3,8,6,4,2,46,34,0.1192982456,46,0.1614035088,1,285,30892.7257,8.9739379883,0.0912280702,3.6666666667,0.3958979893,0.3359646967,0.0645838293,0.1015375823,0.4802982886,0.708616162,0.6162871632,0.0256323304,0.5252084739,0.7294592305,0.9938770923,68,0.0875882404,1,0.0860178971,1,0.1020134228,1,0.0834132311,0.06013149,0.4817836,0.204390425,0.274204775,0.4545454545,-0.1057995743,0.2,0.4,0.5333333333,0.6666666667
