title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
62702294,0.293,37.95753479,0.818,0.163,0.2919128,-42.9243918473,-0.096243031,-620.17,2.02119E-016,-32.72,0.00535763,3,0.4698644877,0.3051645,0.643438,0.5425191552,0.3683743824,0.5958607973,0.4214340909,0.2164838095,0.3356615987,0.4377401818,0.6808435765,7,22.4285714286,157,0.3512304251,11,0.0246085011,0.9002237136,-2.6421052632,-1.2829268293,2.9951219512,11,0.4136363636,NA,NA,-0.4,-0.4659471957,-2.579,-0.3368571429,0.9463636364,19.9621428571,21.7885,22.4325,21.32,18.723,38,0.171171,27,0.121622,11,0.161765,6,0.088235,25,24,2,2,1,2,11,170,0.3803131991,19,0.0425055928,1,447,49565.7683,9.0392456055,0.1073825503,1.4285714286,0.4089662939,0.4623488129,0.3223336115,0.4117880875,0.5121862937,0.7565506614,0.6439722169,0.0642433711,0.5608534678,0.7505668413,0.9853001505,124,0.0997863409,1,0.0414988814,1,0.0742729306,1,0.0610418664,0.06795729,0.4666271,0.2056991,0.30484125,0.6383928571,0.2558725622,0.4,0.5666666667,0.7,0.9
71773208,0.254,33.6168746948,0.929,0.279,0.2852415,1.0958006804,0.002377008,-730,2.57746E-015,-71.88,0.0773947,4,0.4936763095,0.322853,0.7076575,0.5629146178,0.4080573966,0.6075997861,0.6903575,0.2914322273,0.3426250533,0.450445,0.6935423851,7,24.1428571429,169,0.3948598131,15,0.0324675325,0.7798701299,-2.6578947368,-1.2195121951,4.0146341463,11,0.4172727273,NA,NA,-0.2577777778,-0.4070378273,-1.621,0.2677142857,0.4693333333,21.2607991361,25.8065,32.2245,26.788,34.304,50,0.248756,17,0.084577,4,0.068966,5,0.086207,33,14,1,3,1,0,11,148,0.3457943925,19,0.0443925234,1,462,49521.5723,10.3235473633,0.1082251082,2.1428571429,0.7823370805,0.6960522806,0.413798644,0.6349127414,0.7735970107,0.8956150994,0.6786703253,0.1042936064,0.5823514955,0.7853080333,0.9996439436,213,0.1328032293,1,0.2421700224,1,0.1907158837,1,0.0536912752,0.06795729,0.4666271,0.20716295,0.30411905,0.7098632109,0.396471968,0.4333333333,0.6333333333,0.8,0.9666666667
4557267,0.268,36.5494766235,0.828,0.235,0.2888422,-49.8813558098,-0.1225586138,-598.99,6.94355E-015,-54.13,0.0164178,1,0.4369475833,0.3476735,0.504213,0.4801031107,0.4610638727,0.4938815066,0.5536818611,0.5011633115,0.3595041027,0.3301886364,0.5011633115,7,20.8571428571,146,0.3578431373,36,0.0882352941,0.1840686275,-2.2578947368,-1.4853658537,2.0390243902,11,0.0736363636,NA,NA,-0.1646153846,-0.276398906,-1.387,1.0104285714,0.3036111111,21.3800733496,19.50925,17.7185,16.286,15.952,27,0.177632,9,0.059211,7,0.063636,6,0.054545,11,3,1,3,1,3,11,61,0.1495098039,36,0.0882352941,1,408,43518.7443,9.3884887695,0.0833333333,1.7142857143,0.4674931048,0.4863276887,0.2960789668,0.4353432283,0.5414488089,0.6504406629,0.6510903278,0.0091337206,0.5423993097,0.7926403032,0.9989426064,119,0.099034615,1,0.1436241611,1,0.1416107383,0,0.0511345478,0.06795729,0.4666271,0.2042341,0.3033137,0.69600652,0.3692125182,0.4666666667,0.6333333333,0.7666666667,0.9333333333
4503385,0.271,37.7611999512,0.815,0.119,0.2875747,-31.6189280669,-0.0715360364,-453,1.70862E-017,-29.84,0.0162465,4,0.4354394718,0.311795,0.5773835,0.4966138404,0.3922523625,0.5379451188,0.5535568571,0.2149729286,0.3282893354,0.4198477273,0.5934146815,7,23,161,0.3634311512,35,0.079006772,0.9979683973,-2.5263157895,-1.3512195122,3.6707317073,11,0.9381818182,NA,NA,-0.4420833333,-0.4361225982,-2.724,-0.0372857143,0.9448571429,18.5250225225,20.51475,24.094,27.61,25.579,55,0.272277,15,0.074257,9,0.1125,13,0.1625,44,13,5,7,5,7,11,157,0.3544018059,35,0.079006772,1,443,50618.8733,9.5529174805,0.0970654628,1.1428571429,0.5658091154,0.5291088642,0.3268362549,0.4485340712,0.6069561593,0.7106814759,0.597289914,0.0685700034,0.4842359499,0.7266006796,0.9926203414,68,0.0680373566,1,0.1034675615,1,0.0744966443,0,0.0115052733,0.06795729,0.4666271,0.205588,0.304492,0.5728228228,0.1268805065,0.3666666667,0.5333333333,0.6333333333,0.8
111494108,0.25,43.1201286316,0.718,0.094,0.2754561,-21.5239413404,-0.048586775,-429.1,5.65806E-019,-35.91,0.119564,4,0.4363771959,0.310169,0.584758,0.4976354382,0.3956566625,0.5378241182,0.5634157143,0.2255870714,0.3286996646,0.419784,0.5937523861,7,23,161,0.3626126126,35,0.0788288288,0.9641891892,-2.5263157895,-1.3512195122,3.5536585366,11,0.9381818182,NA,NA,-0.6,-0.4584100132,-3.425,-0.2217142857,0.9342857143,18.367258427,20.6515,24.113,28.116,25.617,53,0.261084,14,0.068966,9,0.1125,13,0.1625,42,12,5,7,5,7,11,158,0.3558558559,35,0.0788288288,1,444,50929.4105,9.5844116211,0.1013513514,1.1428571429,0.7936799268,0.5642874487,0.1964613357,0.4502302979,0.6764143331,0.8362286354,0.5777907339,0.0757459942,0.4793620099,0.6952498029,0.9470664868,64,0.065114843,1,0.0863534676,1,0.0677852349,0,0.0156599553,0.06795729,0.4666271,0.205588,0.304662,0.531835206,0.0462479888,0.3666666667,0.5,0.5666666667,0.7
118764187,0.221,49.150138855,0.672,0.1,0.2679653,-30.498439172,-0.0764371909,-443.6,1.64298E-016,-38.81,0.0620201,2,0.3981933475,0.27711375,0.5163895,0.4382792348,0.3281429828,0.5246022432,0.5081644828,0.2530791837,0.3203795662,0.3484900909,0.5655619829,6,22.6666666667,136,0.34,29,0.0725,0.4455,-2.4210526316,-1.1365853659,3.312195122,11,0.8318181818,NA,NA,-0.3196153846,-0.326432188,-2.215,-0.1158333333,0.5479310345,18.315436409,20.08025,20.9495,23.002,22.649,31,0.209459,10,0.067568,9,0.077586,7,0.060345,25,9,5,2,3,1,11,117,0.2925,49,0.1225,1,400,44224.2724,9.2036743164,0.0975,1.3333333333,0.4040402102,0.5213696159,0.264888325,0.4265522855,0.5992516703,0.9908548126,0.6162622808,0.1731771776,0.5364867198,0.712001776,0.991431514,77,0.0778332378,1,0.0361297539,1,0.1252796421,0,0.0645573666,0.06795729,0.4666271,0.205588,0.3033137,0.5494596841,0.0809195836,0.3666666667,0.5,0.6,0.7666666667
291946,0.221,31.1849155426,0.916,0.277,0.2849941,-49.0777210542,-0.105316998,-713.91,7.19134E-017,-64.74,0.0827753,3,0.5334747045,0.3597455,0.740539,0.609890202,0.4955651209,0.6580549352,0.6906740294,0.1875093125,0.3868524688,0.5178777273,0.7250668652,7,22.8571428571,160,0.3426124197,34,0.0728051392,0.5717344754,-2.2315789474,-1.443902439,3.143902439,11,0.6963636364,NA,NA,-0.03,-0.3195924552,-0.166,0.7481428571,0.7417647059,20.5758333333,24.371,24.708,20.072,24.112,31,0.143519,16,0.074074,9,0.098901,9,0.098901,22,14,2,2,2,2,11,178,0.3811563169,34,0.0728051392,1,467,48360.0772,8.793762207,0.0556745182,2.1428571429,0.3235589194,0.6115631048,0.2948119923,0.4668383975,0.7860456754,0.9896874177,0.6396243311,0.0148123966,0.510083416,0.7894362886,0.9990057823,133,0.0993144259,1,0.2747203579,1,0.1406040268,0,0.0361137744,0.06795729,0.4666271,0.2077633,0.30373345,0.7528490028,0.4810353775,0.5,0.7,0.8333333333,0.9333333333
50603890,0.234,50.1579284668,0.654,0.083,0.2667,-48.5033542912,-0.1089963018,-455.32,6.23098E-018,-41.56,0.00823235,3,0.4182491726,0.325332,0.52293925,0.447402877,0.4485167876,0.4443698193,0.4668028421,0.4331296795,0.3524937372,0.303735,0.4331296795,6,22.8333333333,137,0.3071748879,19,0.0426008969,0.485426009,-2.3894736842,-1.2268292683,2.2975609756,11,0.7909090909,NA,NA,-0.3586666667,-0.4027046657,-2.232,0.2791666667,0.77,17.203803132,19.60675,19.5625,21.124,21.105,22,0.26506,6,0.072289,21,0.09292,24,0.106195,12,4,14,16,2,3,11,52,0.1165919283,156,0.3497757848,1,446,49292.8399,8.6358032227,0.1031390135,0.8333333333,0.124474481,0.5983430026,0.0527294747,0.3668028552,0.8414622404,0.8888027846,0.5924910054,0.0048181227,0.487664989,0.7220250028,0.9930756466,84,0.0749692646,1,0.0275167785,1,0.0704697987,1,0.0226909556,0.06795729,0.4666271,0.20560835,0.3047815,0.5197613721,0.0224958485,0.2666666667,0.4666666667,0.5666666667,0.7333333333
32049,0.319,37.2164916992,0.835,0.16,0.3046838,-36.1228483723,-0.0758883369,-597.32,1.396E-017,-65.13,0.304086,2,0.4244525325,0.337819,0.491872,0.4450874606,0.4283907566,0.5037456184,0.53087875,0.4288809815,0.3716332761,0.3999943636,0.4288809815,6,22.3333333333,134,0.2809224319,40,0.0838574423,0.5037735849,-2.3894736842,-1.5390243902,3.1487804878,11,0.7954545455,NA,NA,-0.4726923077,-0.4155897112,-2.381,0.1038333333,0.274,19.599748954,22.6475,22.6475,27.688,27.413,21,0.276316,5,0.065789,15,0.05618,34,0.127341,10,4,11,23,0,0,11,45,0.0943396226,162,0.3396226415,1,477,52950.4547,5.2319946289,0.1153039832,1,0.5995556142,0.6157993597,0.4259633896,0.5873576399,0.6797605017,0.7886679978,0.6397164712,0.116281814,0.5449170571,0.7647272221,0.9940957843,116,0.0894901684,1,0.2350111857,1,0.0724832215,0,0.0236497283,0.06795729,0.4666271,0.2081558,0.303833975,0.6094839609,0.1990017982,0.2666666667,0.5333333333,0.6666666667,0.9
5881576,0.27,41.1481285095,0.769,0.107,0.310353,-41.8469298721,-0.1168908656,-392.05,1.84077E-012,-31.9,0.0124158,2,0.386944805,0.2991165,0.4204175,0.4354247438,0.3627631899,0.4817171855,0.3318549474,0.5609093088,0.3238587308,0.3640507273,0.5609093088,7,22.2857142857,156,0.43454039,19,0.0529247911,0.5587743733,-2.2473684211,-1.3585365854,3.2878048781,11,0.5118181818,NA,NA,-0.3254166667,-0.4243171167,-1.525,-0.141,0.3773684211,19.8452777778,18.0595,18.128,21.518,17.651,28,0.225806,10,0.080645,10,0.126582,8,0.101266,13,6,5,3,1,1,11,68,0.1894150418,30,0.0835654596,1,359,40097.667,9.3639526367,0.0974930362,1.2857142857,0.4792511197,0.4406842761,0.1273775132,0.3823922146,0.5355184486,0.6213402827,0.6114379928,0.1408771351,0.518745921,0.7173065285,0.9676560606,70,0.0756114526,1,0.0668903803,1,0.0581655481,0,0.0178970917,0.06795729,0.4666271,0.20805755,0.3039956,0.5657407407,0.1129483447,0.4,0.5333333333,0.6,0.7666666667
94400879,0.238,48.1395454407,0.703,0.095,0.2815856,-38.7849407817,-0.1086412907,-379.39,5.96139E-015,-35.55,0.0160881,0,0.3645047291,0.3019415,0.407273,0.3988340347,0.3385098205,0.4367799113,0.3105520526,0.4721427059,0.3200526795,0.4064217273,0.4721427059,7,22.2857142857,156,0.4357541899,19,0.0530726257,0.4751396648,-2.2947368421,-1.3414634146,2.7,11,0.4136363636,NA,NA,-0.325,-0.4131861644,-0.839,0.0552857143,0.6005263158,18.1298607242,16.82925,16.4485,20.97,15.736,30,0.241935,9,0.072581,9,0.115385,9,0.115385,15,5,4,3,2,2,11,68,0.1899441341,29,0.0810055866,1,358,40252.7365,9.2736206055,0.1089385475,1.2857142857,0.7290427737,0.6509432642,0.2180105296,0.5313673052,0.8165092634,0.8743434275,0.6111132672,0.0872040641,0.4883083102,0.7402499774,0.985390204,69,0.0756981625,1,0.0611856823,1,0.0441834452,0,0.0178970917,0.06795729,0.4666271,0.2080903,0.3039956,0.5366759517,0.0557709019,0.3,0.5,0.6,0.7
55956923,0.284,40.1196594238,0.786,0.173,0.2867718,-48.6875744829,-0.1156474453,-507.12,9.81086E-017,-40.52,0.2231,2,0.4473954502,0.345101,0.528598,0.5146448701,0.5171490617,0.5134723873,0.652479175,0.2524433158,0.3457207321,0.4232411667,0.5881157813,7,24,168,0.3981042654,40,0.0947867299,0.7627962085,-2.5263157895,-1.6585365854,3.3219512195,6,1.045,NA,NA,-0.3030434783,-0.4015788632,-1.511,-0.0732857143,0.436,20.1825059102,18.855,19.075,23.236,23.137,42,0.242775,19,0.109827,6,0.074074,10,0.123457,30,14,0,3,0,3,6,128,0.3033175355,40,0.0947867299,1,422,46106.3563,9.1311645508,0.0853080569,2.4285714286,0.5873410702,0.5348636172,0.3177845206,0.4848362745,0.5904105517,0.6885868223,0.640624093,0.088014006,0.5131814776,0.7788456648,0.9985650134,108,0.0905028231,1,0.0634228188,1,0.1352348993,1,0.0693512304,0.06795729,0.4666271,0.205588,0.30388785,0.5965327029,0.1735235532,0.3,0.5666666667,0.6666666667,0.8333333333
4504533,0.273,44.7735137939,0.745,0.127,0.293679,-51.8453120213,-0.1332784371,-402.3,6.66691E-014,-38.19,0.0284899,1,0.4181108564,0.2976585,0.5107425,0.4787959021,0.4967354239,0.4672543916,0.6498432245,0.3211497308,0.3261044968,0.3622837273,0.5592149419,7,22.1428571429,155,0.3974358974,49,0.1256410256,0.4735897436,-2.4947368421,-1.4609756098,2.7414634146,11,0.7981818182,NA,NA,-0.436,-0.4452832594,-0.867,0.3771428571,0.5495918367,18.9185421995,17.8835,20.2365,26.982,19.875,32,0.223776,12,0.083916,7,0.076087,12,0.130435,18,7,2,5,2,5,11,86,0.2205128205,49,0.1256410256,1,390,43567.5732,8.9596557617,0.1076923077,1.4285714286,0.9880625111,0.592377028,0.3086653015,0.4070594826,0.7798892588,0.9908797245,0.5797671284,0.0647710783,0.4403933285,0.7202091134,0.9983571535,51,0.0661050762,0,0.0375838926,1,0.0502237136,0,0.0220517737,0.06795729,0.4666271,0.20560835,0.3039956,0.5652173913,0.1119187903,0.3,0.5166666667,0.6333333333,0.8333333333
