title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,40deltaG,40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
YhaH|XK|gb|U00096.3:32523,0.356,45.7614707947,0.591,0.157,0.3514637,7.9503160995354,0.066252634162795,-126.37,7.26344e-05,-31.12,0.00879596,1,0.292175595041,0.223564,0.32633,0.335367870968,0.246320878788,0.436697206897,0.259696863636,0.507563111111,0.246787101695,0.320734818182,0.259696863636,3,19.6666666667,59,0.487603305785,22,0.181818181818,0.680165289256,-2.55263157895,-0.863414634146,1.4243902439,11,0.814545454545,NA,NA,-0.868333333333,-0.715106326422,-1.092,-0.992333333333,0.784090909091,22.6709090909,22.43825,20.227,23.938,22.473,4,0.137931,4,0.137931,11,0.333333,4,0.121212,2,3,7,2,7,2,11,18,0.148760330579,22,0.181818181818,1,121,14280.7625,9.72344970703,0.181818181818,2.0,0.721396799244,0.530362206177,0.191973851069,0.409630630558,0.647587306383,0.721396799244,0.590062603878,0.189614968373,0.504665001123,0.686503468839,0.930974711167,30,0.0919311416979,1,0.089932885906,1,0.098322147651,1,0.154362416107,0.06944504,0.5476396,0.2300269,0.3087202,0.523415977961,0.029685338736,0.266666666667,0.433333333333,0.633333333333,0.8
YedR|XK|gb|U00096.3:c2033,0.192,57.6424942017,0.468,0.127,0.2565736,9.14482235325729,0.0762068529438108,-128.65,1.81156e-06,-24.89,0.0108292,0,0.354463975207,0.255054,0.451137,0.40527225,0.345018,0.45799471875,0.2487516,0.45172025,0.304488622951,0.4617594,0.365945478261,3,20.3333333333,61,0.504132231405,5,0.0413223140496,0.632231404959,-2.28947368421,-1.0512195122,1.55853658537,20,1.0975,0.964210526316,1.12894736842,-0.248823529412,-0.454107843137,3.169,0.237333333333,1.876,19.2907438017,19.812,18.6455,25.616,18.509,9,0.281250,4,0.125000,3,0.107143,5,0.178571,4,3,2,3,1,2,20,20,0.165289256198,23,0.190082644628,1,121,13838.0347,9.38983154297,0.173553719008,2.33333333333,0.606888819964,0.462668960996,0.104869577371,0.375359810158,0.567334308253,0.812427195824,0.641522282553,0.0886709535622,0.563290297301,0.747049358585,0.980754705115,26,0.0952299700451,1,0.0803131991051,1,0.108165548098,1,0.0981144135507,0.06944504,0.5476396,0.2300269,0.3087202,0.501377410468,-0.0136698334213,0.233333333333,0.433333333333,0.6,0.733333333333
AgaW|XK|gb|U00096.3:32807,0.331,36.8828811646,0.655,0.191,0.3361194,15.9330205162779,0.129536752164861,-152.73,2.49547e-05,-40.38,0.0469708,0,0.385107040323,0.33942025,0.42471575,0.408128125,0.416624738095,0.382638285714,0.3145562,0.3587335,0.3661485,0.414511333333,0.430417783784,3,22.6666666667,68,0.548387096774,5,0.0403225806452,-0.90564516129,-1.98421052632,-1.41463414634,-0.324390243902,6,1.03166666667,NA,NA,-0.164285714286,-0.105565044859,0.635,1.657,0.21,23.2420967742,23.4785,26.1735,30.03,26.905,4,0.285714,0,0.000000,1,0.023810,3,0.071429,1,0,1,2,0,1,6,8,0.0645161290323,37,0.298387096774,1,124,12684.1304,5.74749755859,0.0645161290323,4.33333333333,0.596719658147,0.518367716016,0.264317243641,0.404746176631,0.605987496961,0.714570028915,0.608088826739,0.23645874552,0.521582686536,0.698962375449,0.907105143087,37,0.0986743579788,1,0.0623042505593,1,0.13322147651,1,0.0882070949185,0.06944504,0.5476396,0.2287515,0.308672225,0.58064516129,0.142268930951,0.4,0.5,0.633333333333,0.866666666667
YbaN|XK|gb|U00096.3:49088,0.267,48.5411834717,0.607,0.187,0.2669882,15.4603174619805,0.124679979532101,-133.51,5.96818e-06,-40.51,0.0123301,0,0.33873872,0.278006,0.398017,0.337026886364,0.3285618,0.339516617647,0.3856775,0.3504539,0.339668604938,0.3858526,0.3248158,4,20.25,81,0.648,4,0.032,-0.116,-2.35789473684,-1.66585365854,1.38780487805,5,-0.094,NA,NA,-0.513333333333,-0.491162280702,-0.725,-0.48325,0.1975,21.724,23.85,24.9535,17.964,20.522,10,0.294118,3,0.088235,0,0.000000,0,0.000000,6,0,0,0,1,0,5,20,0.16,5,0.04,1,125,14769.9699,10.9474487305,0.152,1.5,0.367098279763,0.435313950714,0.219333082409,0.331781303042,0.502341387998,0.816844554188,0.635095185435,0.180940851939,0.530152504505,0.769300350383,0.967784057912,25,0.0808853192504,1,0.112527964206,0,0.0503355704698,1,0.0671140939597,0.06944504,0.5476396,0.2286123,0.3086249,0.522666666667,0.0282112628826,0.333333333333,0.466666666667,0.633333333333,0.8
YbjM|XK|gb|U00096.3:89009,0.227,50.7250595093,0.500,0.149,0.2723195,4.63099878279103,0.0373467643773471,-118.67,1.07959e-06,-40.55,0.0690511,1,0.353858032,0.321721,0.380645,0.355430690476,0.320034045455,0.394367,0.338422333333,0.45455875,0.353062228916,0.318127272727,0.318127272727,4,20.75,83,0.664,6,0.048,-0.1328,-2.48421052632,-1.21463414634,0.446341463415,11,1.16363636364,NA,NA,-0.458636363636,-0.504101119895,-2.798,-0.85675,1.64,20.12272,20.09525,19.563,23.818,21.906,11,0.550000,1,0.050000,4,0.181818,2,0.090909,4,0,3,1,4,0,11,8,0.064,11,0.088,1,125,14203.068,10.1026000977,0.16,2.0,0.379928960389,0.540200738366,0.184940367924,0.378816704854,0.712682790079,0.876142661773,0.613350524722,0.143096896743,0.492183672174,0.722149469847,0.961412988389,31,0.0870099387538,1,0.112751677852,1,0.0582774049217,0,0.0278044103547,0.06944504,0.5476396,0.2286123,0.3086249,0.498666666667,-0.0190025195967,0.2,0.466666666667,0.566666666667,0.733333333333
YfbJ|XK|gb|U00096.3:23728,0.211,48.8276138306,0.474,0.141,0.2744055,11.1682412838312,0.0879389077467023,-129.93,9.69203e-07,-40.10,0.0330659,0,0.349513171875,0.30186225,0.38149325,0.335357847826,0.353436821429,0.307235,0.408144826087,0.317229857143,0.323319525424,0.300874636364,0.371273434783,3,19.6666666667,59,0.4609375,23,0.1796875,-0.8796875,-2.21578947368,-1.56097560976,-0.29512195122,11,0.79,NA,NA,-0.552631578947,-0.472882205514,-0.823,-0.220333333333,0.11,21.623515625,23.581,22.737,28.118,20.834,6,0.333333,0,0.000000,2,0.071429,3,0.107143,4,0,2,2,2,2,11,11,0.0859375,23,0.1796875,1,128,14085.028,9.30157470703,0.1328125,2.0,0.810069272293,0.649807111504,0.395633180676,0.564019579231,0.694910693232,0.960742875361,0.641721523274,0.163628035031,0.538585249444,0.749390478186,0.953810896638,21,0.0825592841163,1,0.092841163311,1,0.0759507829978,0,0.0147011824864,0.06944504,0.5476396,0.22400675,0.30615875,0.486979166667,-0.0419946480436,0.266666666667,0.433333333333,0.533333333333,0.7
YgdD|XK|gb|U00096.3:c2941,0.360,41.2325782776,0.633,0.196,0.290206,9.73953315868235,0.0749194858360181,-153.56,7.64391e-06,-45.51,0.0236393,0,0.344888862595,0.315804,0.368396,0.353078222222,0.35647435,0.3488330625,0.327057230769,0.3450257,0.351806957746,0.355178666667,0.350926733333,3,23.6666666667,71,0.541984732824,15,0.114503816794,-0.619847328244,-2.54736842105,-1.51219512195,0.151219512195,6,0.435,NA,NA,0.0686363636364,-0.268215656566,3.167,0.514,0.478,22.5961832061,23.967,25.754,21.01,25.383,7,0.437500,1,0.062500,4,0.200000,1,0.050000,5,1,2,1,2,1,6,10,0.0763358778626,15,0.114503816794,1,131,14332.9827,10.2809448242,0.145038167939,3.0,0.668006769086,0.511700755534,0.291433753657,0.414518215176,0.595060839437,0.785275154622,0.644707486296,0.312524568765,0.551565701207,0.751620158856,0.912233059032,43,0.105931907159,1,0.161744966443,1,0.0995525727069,1,0.0795781399808,0.06944504,0.5476396,0.22466,0.3044865,0.549618320611,0.0812316598314,0.333333333333,0.5,0.6,0.8
MscL|XK|gb|U00096.3:34380,0.296,44.8584938049,0.458,0.133,0.3324694,2.7396992425655,0.0202940684634481,-127.36,3.41162e-06,-36.95,0.0134985,0,0.412074169118,0.31201325,0.498387,0.470405278481,0.350212105263,0.50846645,0.3016151,0.611892125,0.331229298246,0.350212105263,0.611892125,2,28.5,57,0.419117647059,20,0.147058823529,0.884558823529,-1.53684210526,-0.924390243902,3.26585365854,19,0.705263157895,0.705263157895,0.705263157895,-0.031875,-0.1745375,2.599,2.248,0.5805,23.8986764706,24.57625,27.5785,27.102,28.838,12,0.200000,10,0.166667,2,0.105263,3,0.157895,9,7,2,3,3,3,19,40,0.294117647059,19,0.139705882353,1,136,14956.5826,6.58184814453,0.0808823529412,4.5,0.209692221667,0.43132418268,0.187917010333,0.240843984074,0.514903601375,0.781474021242,0.625290372701,0.145733223676,0.519827177358,0.737514425101,0.978406569525,34,0.0842037980858,1,0.146756152125,1,0.0703579418345,1,0.0949185043145,0.06944504,0.5476396,0.2286471,0.305304425,0.453431372549,-0.107991241966,0.266666666667,0.366666666667,0.533333333333,0.7
YbhQ|XK|gb|U00096.3:82463,0.322,41.7663650513,0.600,0.172,0.3274368,6.19712157255388,0.0459046042411398,-167.34,2.14893e-06,-41.89,0.0462196,0,0.374109610294,0.299814,0.4374005,0.396314315789,0.3866856,0.398362978723,0.413919,0.5139974375,0.358088493671,0.414299,0.2972996,4,19.75,79,0.580882352941,11,0.0808823529412,0.406617647059,-2.24210526316,-1.8,1.67317073171,5,0.318,NA,NA,-0.427142857143,-0.359081035923,-0.28,-0.17025,0.457272727273,22.5363235294,20.1975,16.1265,14.368,16.361,17,0.361702,6,0.127660,1,0.100000,1,0.100000,4,5,1,0,3,0,5,20,0.147058823529,5,0.0367647058824,1,136,15464.5166,10.0344848633,0.0808823529412,2.0,0.55503877052,0.565107313059,0.214974722795,0.459415296331,0.681352794475,0.86213658924,0.6720930926,0.214998413608,0.584430232579,0.783654226045,0.982864803843,38,0.109871995425,1,0.152572706935,1,0.101230425056,1,0.105784595717,0.06944504,0.5476396,0.2286471,0.305304425,0.546568627451,0.0752321786035,0.333333333333,0.466666666667,0.6,0.766666666667
YcdP|XK|gb|U00096.3:c1086,0.197,53.0905876160,0.469,0.127,0.2459071,7.99072007591818,0.058755294675869,-127.92,3.06997e-06,-30.15,0.00600826,1,0.391905613139,0.307212,0.489387,0.422877927835,0.297820894737,0.453340538462,0.311150933333,0.487195206349,0.31679775,0.297820894737,0.487195206349,2,20.0,40,0.29197080292,15,0.109489051095,0.721897810219,-2.55263157895,-0.741463414634,2.64634146341,19,0.411578947368,0.411578947368,0.411578947368,-0.650476190476,-0.642080200501,-1.506,-1.5275,0.088,19.8004379562,19.8515,19.769,23.352,19.798,14,0.179487,5,0.064103,2,0.105263,2,0.105263,12,5,2,2,2,0,19,63,0.459854014599,19,0.138686131387,1,137,16081.546,9.43316650391,0.14598540146,0.0,0.761257624883,0.650273202542,0.343539298586,0.523708176649,0.839475225752,0.982175478379,0.597008579225,0.0294662601414,0.498016635624,0.724351583558,0.98177671593,16,0.0626565160773,1,0.0380313199105,1,0.0884787472036,0,0.0198146372643,0.06944504,0.5476396,0.2287515,0.3054389,0.445255474453,-0.124075203395,0.266666666667,0.4,0.5,0.633333333333
YphA|XK|gb|U00096.3:26733,0.223,52.7603912354,0.519,0.17,0.2846524,10.8880479995829,0.0783312805725387,-151.93,1.64288e-07,-21.97,0.00952223,0,0.294068614286,0.26059325,0.32470825,0.282691310345,0.3085495,0.23356075,0.191763272727,0.250145666667,0.30211597561,0.352939105263,0.352939105263,4,20.5,82,0.585714285714,11,0.0785714285714,-0.528571428571,-2.09473684211,-1.65365853659,0.30243902439,19,0.342631578947,0.342631578947,0.342631578947,-0.486363636364,-0.305633838384,-1.806,0.233,0.195454545455,21.8507857143,20.88675,19.066,16.4,18.529,4,0.200000,2,0.100000,2,0.052632,3,0.078947,1,1,1,1,1,1,19,11,0.0785714285714,19,0.135714285714,1,140,15211.213,9.29791259766,0.128571428571,2.5,0.51861888488,0.475944751238,0.236982450062,0.381348240605,0.542488551555,0.675670652001,0.69170757173,0.0979310412305,0.585382402527,0.814875338331,0.992393778029,31,0.0846682669541,1,0.0491051454139,1,0.0984340044743,1,0.103547459252,0.06944504,0.5476396,0.2287515,0.304045475,0.497619047619,-0.0210634386731,0.2,0.466666666667,0.566666666667,0.7
YiaA|XK|gb|U00096.3:c3727,0.267,51.6918487549,0.377,0.081,0.2875071,7.36948403610721,0.0511769724729667,-110.91,2.74925e-07,-26.16,0.0184481,1,0.382360813793,0.303883,0.411638,0.412959171875,0.298436954545,0.472947,0.309949545455,0.61744315,0.358184333333,0.298604909091,0.61744315,4,20.25,81,0.558620689655,11,0.0758620689655,0.166896551724,-2.37894736842,-1.53414634146,1.31219512195,11,0.706363636364,NA,NA,-0.414736842105,-0.325743734336,0.421,0.17525,0.6,20.8691034483,19.07025,17.3765,21.32,18.86,5,0.119048,8,0.190476,2,0.090909,3,0.136364,2,5,1,2,1,1,11,20,0.137931034483,11,0.0758620689655,1,145,16122.5416,5.10125732422,0.144827586207,2.0,0.492718895571,0.402690023553,0.254768921446,0.286000567999,0.48759794754,0.714023858707,0.563200877924,0.202393476203,0.439932844458,0.671526765278,0.988706846287,18,0.065255065066,1,0.100559284116,1,0.0544742729306,0,0.0421860019175,0.06944504,0.5476396,0.2250593,0.3031711,0.413793103448,-0.185969267598,0.2,0.366666666667,0.466666666667,0.566666666667
