title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,40deltaG,40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
UspB|XK|gb|U00096.3:c3639,0.241,39.9922790527,0.467,0.147,0.2732125,3.93256901460157,0.0357506274054688,-108.98,3.21635e-05,-30.17,0.0153842,1,0.347174126126,0.308243,0.394199,0.331336957746,0.311432166667,0.333174323077,0.2770684,0.483251,0.3752851,0.333174323077,0.333174323077,2,20.0,40,0.36036036036,5,0.045045045045,0.827027027027,-2.3,-0.448780487805,3.61219512195,65,0.636769230769,-0.0421052631579,1.65736842105,-0.384736842105,-0.481892230576,-0.56,-1.349,-0.308,20.3353153153,18.12825,17.484,15.932,15.718,14,0.215385,7,0.107692,1,0.166667,0,0.000000,14,7,0,0,0,0,65,65,0.585585585586,5,0.045045045045,1,111,13027.2408,9.19317626953,0.135135135135,0.5,0.483588270898,0.496646851932,0.276254897341,0.407730790436,0.585655830567,0.692119252275,0.587650255302,0.0158854485791,0.484143555353,0.705316197069,0.913369108547,20,0.0801019139945,1,0.072706935123,1,0.113310961969,1,0.0565675934803,0.03508115,0.4398815,0.1720487,0.298249,0.474474474474,-0.0665943904242,0.333333333333,0.433333333333,0.533333333333,0.7
SdhD|XK|gb|U00096.3:75556,0.396,38.6135025024,0.636,0.151,0.3315288,6.71122451326322,0.0588703904672212,-115.12,1.12864e-05,-32.95,0.0259716,0,0.282711417391,0.23141,0.338153,0.268477270833,0.202241333333,0.319994111111,0.34030575,0.2457965,0.292909014925,0.197656578947,0.197656578947,3,22.3333333333,67,0.582608695652,16,0.139130434783,-0.862608695652,-2.21052631579,-1.41219512195,-0.185365853659,19,0.211578947368,0.211578947368,0.211578947368,-0.430869565217,-0.544229249012,-1.769,-1.27,0.571875,21.9673913043,18.73375,19.6425,21.79,18.589,4,0.148148,2,0.074074,1,0.047619,2,0.095238,2,1,1,2,2,1,19,16,0.139130434783,19,0.165217391304,1,115,12867.3719,8.07476806641,0.165217391304,1.0,0.383514387532,0.618524134184,0.355953289264,0.427017665365,0.753483633996,0.892505308464,0.645683036475,0.173808756167,0.543939469699,0.751583870428,0.985561340061,20,0.0759627676574,1,0.0319910514541,1,0.055033557047,0,0.0425055928412,0.03508115,0.4398815,0.17325915,0.2972685,0.513043478261,0.00928013270978,0.333333333333,0.466666666667,0.566666666667,0.633333333333
YidH|XK|gb|U00096.3:c3856,0.207,52.3151817322,0.583,0.174,0.2902747,12.0627247132535,0.105813374677662,-128.64,5.53778e-05,-40.71,0.0104401,0,0.390427765217,0.3490135,0.4381225,0.388197345455,0.382905,0.390181975,0.3760254,0.418127,0.392472316667,0.380389142857,0.3760254,3,20.0,60,0.521739130435,20,0.173913043478,0.342608695652,-2.6,-0.765853658537,1.39268292683,14,0.748571428571,NA,NA,-0.227894736842,-0.440159489633,1.122,-1.27066666667,0.824,22.5093043478,22.1115,22.5315,23.978,23.02,9,0.225000,6,0.150000,1,0.066667,3,0.200000,4,3,1,3,4,3,14,20,0.173913043478,14,0.121739130435,1,115,12779.192,8.88641357422,0.104347826087,2.33333333333,0.628065523919,0.662744935619,0.265869229992,0.554749893438,0.771019210333,0.876470084464,0.650206445338,0.170277324728,0.534699238137,0.77698616794,0.909893332179,31,0.0940596037073,1,0.154921700224,1,0.0599552572707,1,0.112496005113,0.03508115,0.4398815,0.17325915,0.2972685,0.521739130435,0.0263865756371,0.233333333333,0.5,0.566666666667,0.7
FrdD|XK|gb|U00096.3:c4379,0.475,36.9317169189,0.615,0.165,0.327696,0.442029425434048,0.00374601207994956,-142.52,3.49768e-05,-39.03,0.00626877,0,0.313589336134,0.224911,0.3707855,0.347817604651,0.269649666667,0.37807616129,0.480494909091,0.225435,0.294223342105,0.273669181818,0.32174585,3,25.3333333333,76,0.638655462185,11,0.0924369747899,-0.487394957983,-2.35263157895,-1.66341463415,0.234146341463,11,0.696363636364,NA,NA,-0.47,-0.491136363636,-2.262,-1.12833333333,1.13909090909,23.5378151261,23.84,18.929,21.128,17.163,10,0.322581,3,0.096774,1,0.083333,2,0.166667,8,1,1,2,2,2,11,20,0.168067226891,11,0.0924369747899,1,119,13106.7709,9.03509521484,0.117647058824,4.33333333333,0.327807196661,0.581283445666,0.32540548662,0.345710279317,0.725006121528,0.821594076381,0.643203071739,0.241842469586,0.50937435751,0.79824397557,0.986815135089,32,0.100786854895,1,0.167337807606,1,0.142281879195,1,0.110898050495,0.03508115,0.4398815,0.1820749,0.29600705,0.549019607843,0.0800538475658,0.366666666667,0.533333333333,0.6,0.7
YidG|XK|gb|U00096.3:c3855,0.252,49.8641815186,0.577,0.17,0.2911777,3.47924548106623,0.0292373569837499,-116.04,1.28049e-05,-50.48,0.0177538,0,0.365899808333,0.282342,0.417045,0.416304185185,0.208024333333,0.457960155556,0.60301365,0.154268,0.324659863636,0.2510294,0.34191736,3,22.0,66,0.55,20,0.166666666667,0.548333333333,-2.42105263158,-1.16341463415,1.70975609756,5,1.244,NA,NA,-0.271052631579,-0.437756249598,1.079,-0.715333333333,1.098,20.9971666667,24.57225,23.733,26.4,25.462,11,0.244444,6,0.133333,4,0.444444,1,0.111111,6,3,3,0,5,3,5,25,0.208333333333,5,0.0416666666667,1,120,13768.1503,10.4728393555,0.108333333333,1.33333333333,0.736731049886,0.599926973708,0.421737437907,0.556898444821,0.637609499128,0.754118278001,0.583160050925,0.110753103944,0.475121159422,0.714785877357,0.964389397071,16,0.0643224535842,1,0.123601789709,1,0.0923937360179,1,0.147970597635,0.03508115,0.4398815,0.186028775,0.295636125,0.505555555556,-0.00545041536649,0.233333333333,0.4,0.6,0.733333333333
DgkA|XK|gb|U00096.3:42566,0.306,42.7073554993,0.558,0.17,0.2791439,15.6136713185755,0.12903860593864,-131.72,2.23277e-06,-34.33,0.00526345,0,0.306082967213,0.24357825,0.38869075,0.305317111111,0.288643833333,0.307401270833,0.23388762069,0.184769,0.306691147059,0.3094188,0.23388762069,3,22.6666666667,68,0.55737704918,29,0.237704918033,0.119672131148,-2.37368421053,-0.990243902439,1.06585365854,5,1.016,NA,NA,0.114090909091,-0.180643939394,0.402,-0.0633333333333,0.368275862069,22.6119672131,21.26225,19.2615,24.602,18.236,8,0.166667,5,0.104167,1,0.166667,1,0.166667,4,1,1,1,4,1,5,29,0.237704918033,5,0.0409836065574,1,122,13244.525,6.05316162109,0.0819672131148,0.333333333333,0.224893905991,0.437338924176,0.196362586513,0.320524768747,0.48258100376,0.842552433963,0.619536238497,0.198550428358,0.504135146195,0.758197438302,0.93012399946,28,0.089485458613,1,0.111856823266,1,0.117002237136,1,0.0495365931608,0.03508115,0.4398815,0.188902625,0.295949125,0.521857923497,0.0266202702126,0.366666666667,0.466666666667,0.575,0.666666666667
SecE|XK|gb|U00096.3:41773,0.369,36.9156608582,0.542,0.182,0.3432387,4.64382345297839,0.0368557416903047,-148.44,6.70409e-06,-39.37,0.0252889,1,0.403833409449,0.3583205,0.4400195,0.403172774194,0.365016619048,0.422716170732,0.4625548,0.35891,0.404463553846,0.3845578,0.399732346154,3,21.6666666667,65,0.511811023622,15,0.11811023622,0.140157480315,-2.13157894737,-0.980487804878,1.37073170732,5,0.482,NA,NA,-0.321904761905,-0.233210678211,-1.148,-1.27333333333,0.959333333333,24.2301574803,23.395,23.1945,23.038,20.754,8,0.195122,5,0.121951,3,0.142857,2,0.095238,7,3,2,1,1,2,5,26,0.204724409449,16,0.125984251969,1,127,13643.2425,10.5536499023,0.0629921259843,1.66666666667,0.378971873727,0.518102024937,0.279600006983,0.452103333779,0.6225763647,0.684337932566,0.62808056504,0.245197460703,0.524722333747,0.734370388751,0.936572084662,39,0.102583531789,1,0.124272930649,1,0.127628635347,1,0.0898050495366,0.03508115,0.4398815,0.191623,0.2961597,0.551181102362,0.084306028068,0.4,0.5,0.6,0.733333333333
CrcB|XK|gb|U00096.3:c6579,0.202,53.4096374512,0.483,0.116,0.2595384,-0.314818485350169,-0.00249855940754103,-119.15,1.34575e-07,-32.57,0.0068406,0,0.334360905512,0.266825,0.3862835,0.357464282051,0.333854181818,0.388018529412,0.468995,0.350700166667,0.324121909091,0.442224090909,0.442224090909,4,22.0,88,0.692913385827,5,0.0393700787402,-0.825196850394,-2.06842105263,-1.0512195122,-0.00243902439024,11,0.191818181818,NA,NA,-0.0864705882353,-0.308598328877,2.554,0.95225,-0.73,19.7674015748,20.2765,18.471,15.19,17.924,3,0.176471,1,0.058824,3,0.136364,1,0.045455,2,0,2,1,0,0,11,11,0.0866141732283,11,0.0866141732283,1,127,13777.1332,9.48992919922,0.149606299213,3.25,0.451203362931,0.49915785674,0.239262271624,0.450326206,0.574358164392,0.66221217487,0.629377473594,0.208041919085,0.547347586484,0.713075883838,0.896716201897,31,0.0943746842751,1,0.118008948546,1,0.0998881431767,1,0.189197826782,0.03508115,0.4398815,0.191623,0.2961597,0.485564304462,-0.0447780228925,0.233333333333,0.433333333333,0.533333333333,0.7
YchQ|XK|gb|U00096.3:12669,0.290,47.1472053528,0.492,0.157,0.2842935,11.1104629871568,0.0861276200554788,-120.88,2.3196e-05,-22.81,0.0104481,1,0.389228623077,0.34538975,0.410051,0.3944998,0.431428391304,0.355892636364,0.5480168,0.416778142857,0.386438,0.317095545455,0.317095545455,4,21.25,85,0.653846153846,5,0.0384615384615,-0.159230769231,-1.84736842105,-0.982926829268,0.763414634146,11,0.819090909091,NA,NA,-0.403913043478,-0.341590302337,-1.789,0.12675,-0.242,21.3716153846,16.1215,15.9015,12.768,15.306,8,0.363636,1,0.045455,3,0.130435,0,0.000000,4,0,2,0,0,0,11,11,0.0846153846154,11,0.0846153846154,1,130,14638.6072,10.7460327148,0.107692307692,1.75,0.262075626227,0.442866455222,0.262075626227,0.377823894704,0.499947794586,0.567628881093,0.573517360811,0.0674060700227,0.453586503622,0.71171786591,0.955317770682,16,0.0620056721098,0,0.0552572706935,1,0.0845637583893,1,0.0738255033557,0.03508115,0.4398815,0.19350315,0.2961413,0.479487179487,-0.0567331919199,0.233333333333,0.4,0.566666666667,0.7
FrdC|XK|gb|U00096.3:c4379,0.423,43.4105987549,0.550,0.133,0.3575037,2.25026134039047,0.0173097026183883,-135.83,3.02721e-06,-35.77,0.0112245,0,0.321054,0.263418,0.3738355,0.3280702,0.2394469,0.367458333333,0.35554508,0.258305,0.314144106061,0.238454368421,0.35554508,3,22.0,66,0.503816793893,25,0.190839694656,0.203816793893,-2.18947368421,-0.685365853659,1.27317073171,19,0.428947368421,0.428947368421,0.428947368421,-0.0995652173913,-0.276132128741,2.122,0.284333333333,0.2576,23.7363358779,20.833,18.0995,19.72,19.095,10,0.222222,4,0.088889,1,0.050000,2,0.100000,7,0,1,2,7,0,19,25,0.190839694656,19,0.145038167939,1,131,15014.8535,9.74200439453,0.152671755725,1.0,0.393444005921,0.512527249718,0.256367969875,0.419531464906,0.611852896047,0.671431072885,0.616133811003,0.142404683777,0.533487927917,0.705328500887,0.957109429853,23,0.0720602628635,1,0.0929530201342,1,0.106823266219,0,0.0444231383829,0.03508115,0.4398815,0.1940104,0.29642425,0.496183206107,-0.0238880848744,0.266666666667,0.433333333333,0.566666666667,0.733333333333
YecN|XK|gb|U00096.3:19522,0.341,41.2188186646,0.548,0.192,0.2665215,16.1988632028276,0.124606640021751,-149.25,2.51216e-06,-41.58,0.0128635,0,0.28570578626,0.25614,0.320893,0.293573479452,0.3002355,0.256023909091,0.311695633803,0.279692,0.249089425,0.256023909091,0.303724018868,2,20.0,40,0.30534351145,53,0.404580152672,0.119083969466,-1.77368421053,-0.751219512195,1.40487804878,11,0.769090909091,NA,NA,-0.14619047619,-0.351253132832,1.426,0.294,0.402452830189,23.0778625954,22.98025,20.9885,27.648,22.375,6,0.545455,0,0.000000,6,0.096774,7,0.112903,6,0,5,6,5,6,11,11,0.0839694656489,53,0.404580152672,1,131,15226.1217,9.38592529297,0.145038167939,1.5,0.822272858361,0.56351318008,0.136590657465,0.443130181112,0.714667432375,0.843334140076,0.635675861503,0.181708950692,0.537989239542,0.761504161491,0.982099749,28,0.0840848713647,1,0.0864653243848,1,0.0796420581655,1,0.0811760945989,0.03508115,0.4398815,0.1940104,0.29642425,0.508905852417,0.00114042576983,0.266666666667,0.433333333333,0.566666666667,0.733333333333
YjfL|XK|gb|U00096.3:44119,0.253,53.3818054199,0.423,0.136,0.2747533,7.36213040000063,0.0561994687022949,-118.02,3.16491e-07,-22.34,0.019196,0,0.358582537879,0.31404675,0.40445425,0.341765244444,0.363015785714,0.332168225806,0.4589738,0.28642375,0.367281137931,0.2899352,0.2899352,4,21.75,87,0.659090909091,5,0.0378787878788,-0.704545454545,-2.52631578947,-1.29268292683,0.182926829268,20,0.6355,0.644736842105,0.644736842105,-0.705217391304,-0.27985610766,-2.907,0.2505,0.586,21.5481060606,22.6585,22.1125,25.812,21.204,5,0.161290,2,0.064516,1,0.071429,2,0.142857,3,1,1,1,1,1,20,20,0.151515151515,5,0.0378787878788,1,132,14223.6663,6.80657958984,0.136363636364,2.75,0.320924841022,0.455313326645,0.17146213809,0.328611907941,0.592030361635,0.659398575455,0.580867309986,0.0811973653453,0.474845937929,0.704769096173,0.956171533206,23,0.0693512304251,1,0.046644295302,1,0.0808724832215,1,0.136145733461,0.03508115,0.4398815,0.1941368,0.29757675,0.439393939394,-0.135606255114,0.133333333333,0.366666666667,0.533333333333,0.7
